"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15"
"1257",1,1,1,1,1,1,2,1,1,4,1,1,1,1,5
"1258",3,3,3,3,3,3,3,0,3,3,3,3,3,3,3
"1259",1,4,2,2,4,2,1,3,1,3,3,1,1,2,4
"1260",4,4,1,1,2,1,2,1,1,3,4,2,1,1,4
"1261",3,3,2,3,4,3,2,0,2,4,2,2,2,5,4
"1262",3,3,4,4,4,3,2,5,2,4,4,2,2,5,4
"1263",5,1,1,5,5,1,1,3,1,5,4,1,1,5,5
"1264",4,1,1,1,2,4,0,1,1,3,3,1,1,3,4
"1265",5,3,5,5,5,3,3,5,1,1,5,1,5,5,5
"1266",1,2,1,1,2,1,1,1,1,3,1,1,1,1,3
"1267",2,2,1,2,2,2,2,1,1,2,1,1,1,1,4
"1268",5,4,2,5,5,5,4,2,3,5,4,3,2,5,5
"1269",5,5,3,1,5,5,5,3,2,4,4,2,1,4,3
"1270",5,5,2,5,5,5,5,1,1,5,5,5,2,5,5
"1271",3,4,4,4,2,4,3,5,2,3,2,4,4,4,4
"1272",1,1,1,1,4,1,1,1,1,4,1,1,1,1,3
"1273",3,1,1,2,4,4,2,1,2,3,3,1,1,3,4
"1274",5,3,2,5,5,3,1,3,5,4,4,4,3,5,5
"1275",3,2,1,2,1,1,2,1,1,2,3,1,1,1,5
"1276",5,5,4,5,5,5,3,4,4,5,4,4,3,3,5
"1277",2,2,1,2,2,1,4,1,1,2,1,2,1,2,4
"1278",4,4,1,1,1,2,1,1,1,3,1,1,1,1,3
"1279",2,1,1,1,2,2,1,2,1,2,3,1,1,2,5
"1280",3,4,1,4,4,3,4,1,4,4,3,4,1,4,4
"1281",5,5,3,4,5,5,4,4,5,5,5,5,4,5,5
"1282",5,5,4,4,4,5,5,5,5,3,5,5,4,5,5
"1283",5,5,5,3,5,4,5,5,5,5,4,5,5,5,5
"1284",4,3,3,4,2,4,3,4,1,2,3,2,2,2,2
"1285",4,3,3,4,4,3,4,4,3,4,4,3,4,4,4
"1286",2,2,2,1,5,3,1,3,1,4,2,3,3,2,5
"1287",1,3,1,4,4,1,1,1,1,4,1,1,1,1,3
"1288",4,4,4,3,2,4,3,5,4,4,3,4,4,4,4
"1289",4,1,1,1,4,1,3,1,1,1,4,1,1,4,5
"1290",4,2,1,5,5,5,2,1,2,5,5,4,1,5,5
"1291",3,1,1,1,3,1,1,1,1,3,3,1,1,1,3
"1292",5,5,1,4,1,4,2,1,1,4,4,4,1,3,4
"1293",4,5,3,4,4,4,5,3,4,4,4,5,3,3,5
"1294",5,4,1,5,5,5,1,1,3,5,4,1,1,5,5
"1295",2,2,2,4,4,2,2,2,2,4,3,2,2,4,5
"1296",4,2,1,1,2,2,1,1,1,1,2,1,0,1,2
"1297",4,1,1,1,1,1,1,1,1,4,1,1,1,3,3
"1298",4,2,2,2,2,2,2,3,3,5,2,2,2,2,5
"1299",4,2,3,4,2,4,2,3,2,4,2,3,4,4,5
"1300",4,3,1,3,2,3,3,1,2,5,4,3,3,5,5
"1301",4,3,2,4,3,4,4,3,3,4,4,4,3,4,4
"1302",1,1,0,2,1,1,1,2,2,2,1,1,1,1,1
"1303",5,1,5,5,5,2,1,5,2,5,2,1,5,5,5
"1304",5,2,3,4,4,2,1,5,2,4,1,2,3,4,5
"1305",5,4,5,3,5,3,5,5,2,5,4,4,5,5,5
"1306",2,2,1,2,5,1,1,1,1,3,2,1,1,1,3
"1307",5,5,1,1,4,5,3,1,2,4,4,1,1,4,5
"1308",5,5,4,5,5,5,4,5,5,5,5,4,4,5,5
"1309",5,5,3,5,5,5,5,3,3,5,5,5,5,5,5
"1310",5,5,3,5,5,5,5,3,5,5,5,4,4,5,5
"1311",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1312",3,4,2,5,4,4,4,3,3,3,4,3,3,5,5
"1313",4,2,1,1,4,2,1,1,1,4,2,2,2,2,5
"1314",4,5,1,2,2,4,5,1,4,1,2,4,1,1,2
"1315",5,5,1,5,5,5,5,1,1,5,5,4,1,5,5
"1316",4,4,1,4,4,4,4,2,2,4,4,4,3,3,4
"1317",4,3,1,3,4,2,2,3,4,4,3,3,4,3,4
"1318",4,2,5,2,4,1,2,5,2,4,3,1,5,2,4
"1319",5,4,3,3,5,4,4,3,4,5,4,4,3,4,5
"1320",5,4,5,5,5,5,5,3,5,4,5,5,2,5,4
"1321",4,4,1,5,5,3,5,1,1,3,5,1,1,4,5
"1322",5,4,2,3,2,4,4,2,1,5,4,3,2,2,5
"1323",5,3,1,4,4,5,5,1,1,4,5,3,1,2,5
"1324",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1325",5,5,5,5,5,5,1,5,3,5,5,3,3,3,5
"1326",5,4,1,4,3,4,2,1,2,4,5,3,1,3,5
"1327",1,1,2,1,2,2,2,2,1,5,1,2,2,1,3
"1328",3,4,5,1,3,1,4,5,3,3,4,2,4,4,5
"1329",1,5,1,1,5,4,5,5,5,1,5,5,1,4,5
"1330",5,5,3,3,4,4,4,5,2,5,5,3,4,3,5
"1331",4,2,1,1,1,1,1,2,1,5,2,1,1,2,5
"1332",4,2,3,2,4,4,3,4,4,4,2,2,4,4,4
"1333",3,4,1,5,4,4,3,2,3,4,4,3,1,5,5
"1334",2,2,1,1,1,1,1,1,1,3,1,1,1,1,2
"1335",3,3,4,1,2,3,1,5,3,4,4,1,5,4,5
"1336",4,1,4,1,1,4,1,1,1,5,4,1,1,1,5
"1337",4,4,2,4,2,4,2,3,2,3,4,3,2,2,4
"1338",5,5,1,3,1,5,5,1,3,5,3,2,0,3,5
"1339",5,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"1340",5,5,5,5,5,5,5,5,4,5,4,5,4,5,5
"1341",4,4,1,4,5,3,5,1,2,5,4,5,1,5,5
"1342",4,2,4,5,5,3,3,5,4,4,5,3,2,4,5
"1343",3,2,1,2,3,2,2,2,1,4,4,2,1,1,5
"1344",4,4,1,4,3,4,5,1,1,1,3,4,1,5,5
"1345",5,1,4,5,1,5,5,5,3,5,5,4,5,4,4
"1346",5,1,1,1,2,2,1,1,1,2,3,1,1,1,5
"1347",1,5,1,1,1,1,1,2,1,5,1,2,1,1,4
"1348",2,5,1,5,4,5,5,1,2,1,2,5,1,2,5
"1349",2,3,1,1,2,2,1,1,1,2,1,1,1,2,4
"1350",5,2,5,5,5,3,1,5,2,4,5,1,4,4,4
"1351",5,2,5,3,5,5,2,5,4,4,5,3,5,4,5
"1352",5,5,1,1,1,4,5,1,1,1,5,5,1,5,5
"1353",5,5,1,1,1,5,3,5,1,3,5,1,5,3,5
"1354",5,2,1,2,5,3,1,1,2,3,3,1,1,2,5
"1355",3,3,2,2,3,4,4,2,1,4,4,2,3,4,5
"1356",4,4,3,3,4,4,3,3,2,3,4,3,3,4,4
"1357",5,5,4,4,5,5,2,4,1,4,4,4,2,2,5
"1358",1,2,1,1,1,4,2,2,1,4,4,1,1,1,3
"1359",1,5,1,1,5,3,1,1,5,5,1,1,3,5,4
"1360",4,2,3,1,1,4,1,1,1,4,4,2,1,1,5
"1361",4,4,2,4,4,4,4,2,2,4,4,4,2,4,4
"1362",5,4,3,2,5,3,5,2,4,5,3,3,3,4,5
"1363",4,3,1,2,1,4,4,5,1,4,3,1,1,1,5
"1364",2,1,4,4,3,1,1,4,1,5,1,1,3,2,3
"1365",4,2,1,1,4,4,4,2,1,4,2,2,1,2,5
"1366",4,1,1,1,4,1,1,1,1,1,1,1,1,3,2
"1367",3,1,1,1,1,1,2,1,1,1,1,2,1,1,4
"1368",1,1,1,1,4,1,1,1,1,4,4,1,1,1,1
"1369",5,5,4,5,5,5,5,3,3,5,5,5,3,3,5
"1370",1,3,1,1,1,3,1,1,1,2,1,1,1,4,3
"1371",3,3,3,3,3,3,3,3,3,3,3,3,3,5,5
"1372",5,4,2,2,3,5,2,5,2,2,5,1,4,4,5
"1373",3,3,1,3,5,5,1,1,1,1,5,1,1,5,5
"1374",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1
"1375",4,4,2,2,4,2,4,2,1,5,2,2,4,3,5
"1376",5,5,3,3,3,5,4,5,4,5,5,5,4,3,5
"1377",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"1378",3,2,2,2,4,2,2,3,1,3,4,3,2,2,4
"1379",2,1,1,1,4,1,1,1,1,2,4,1,1,1,2
"1380",3,4,1,4,5,4,1,4,1,4,4,1,2,1,4
"1381",2,2,2,2,5,2,2,2,1,5,2,1,1,4,5
"1382",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1383",5,2,4,2,4,2,4,4,5,4,5,2,4,5,5
"1384",4,1,2,5,2,4,3,4,1,4,3,1,1,1,2
"1385",5,1,5,4,5,5,5,3,4,5,5,5,3,5,5
"1386",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1387",4,2,1,2,3,2,1,1,1,3,3,1,1,2,2
"1388",4,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"1389",1,4,1,2,4,2,1,1,1,3,3,1,1,2,3
"1390",4,3,1,1,1,1,2,1,1,1,2,1,1,1,1
"1391",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"1392",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1393",5,5,5,5,5,5,3,5,3,3,4,5,5,5,5
"1394",3,1,1,3,2,1,1,1,1,1,1,1,1,1,5
"1395",2,1,1,2,1,4,1,1,1,2,4,1,1,1,1
"1396",2,2,3,1,2,1,2,3,2,4,2,1,3,3,2
"1397",2,3,4,1,1,2,2,4,2,4,3,2,2,1,5
"1398",3,1,1,1,2,2,1,1,1,4,3,1,1,1,3
"1399",5,5,4,4,5,4,5,5,4,5,5,5,4,5,5
"1400",1,1,1,2,1,2,1,3,1,4,1,1,4,1,2
"1401",5,5,4,5,5,5,5,5,5,5,5,5,3,3,5
"1402",5,5,1,1,3,5,3,1,5,5,3,1,1,1,5
"1403",4,1,1,3,2,1,1,1,1,4,1,1,1,1,4
"1404",4,2,4,1,3,3,2,4,1,4,2,3,1,4,4
"1405",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1406",1,3,1,1,1,1,3,2,1,1,1,3,1,1,3
"1407",3,2,4,3,4,1,1,4,3,3,2,2,3,1,4
"1408",4,4,4,4,4,4,4,5,2,4,3,2,4,4,5
"1409",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1410",5,3,5,3,5,3,4,5,1,5,5,3,5,3,5
"1411",3,4,1,2,5,3,3,1,1,4,2,4,1,3,5
"1412",4,2,1,2,3,1,1,1,1,1,0,2,1,1,1
"1413",3,2,5,2,4,5,1,5,4,3,2,2,4,3,5
"1414",4,3,2,4,4,4,2,2,2,1,4,2,3,4,5
"1415",1,4,1,1,5,1,4,1,1,5,1,4,1,1,5
"1416",1,1,1,1,4,1,1,2,1,2,1,1,1,0,1
"1417",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1418",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1419",2,2,1,1,2,1,1,1,1,4,1,1,1,2,5
"1420",1,5,4,1,4,5,5,1,1,3,1,4,1,1,5
"1421",4,2,1,1,0,1,2,1,1,2,3,0,1,2,4
"1422",4,2,1,2,5,4,1,2,1,4,4,1,1,1,5
"1423",4,1,1,1,1,4,1,1,1,1,1,1,1,1,1
"1424",5,5,1,4,5,5,1,1,2,5,4,4,2,5,5
"1425",1,1,1,1,5,3,1,2,2,1,1,1,1,1,3
"1426",2,1,1,2,2,2,1,2,2,2,1,1,1,1,2
"1427",4,3,1,1,2,3,2,1,1,2,3,1,1,1,5
"1428",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1429",5,5,2,4,5,5,3,3,3,3,4,4,3,5,4
"1430",2,4,1,1,1,1,4,1,1,1,3,3,1,1,1
"1431",2,1,1,1,3,1,1,1,1,3,2,1,1,1,1
"1432",4,2,4,2,4,4,2,5,2,3,4,3,2,4,5
"1433",4,3,5,4,3,5,2,5,4,4,4,2,5,4,5
"1434",2,4,1,4,1,4,3,1,4,3,1,3,1,1,1
"1435",5,3,1,2,5,2,4,2,1,1,3,4,1,3,5
"1436",2,1,2,4,2,2,4,2,2,4,2,2,2,2,4
"1437",3,3,1,2,2,4,2,1,1,4,3,1,1,2,3
"1438",4,4,1,4,5,5,5,1,1,1,4,4,1,3,3
"1439",2,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"1440",4,1,1,2,2,3,2,2,2,4,4,1,1,2,2
"1441",2,1,1,2,2,1,1,1,1,3,1,2,1,1,2
"1442",3,4,1,1,2,5,2,4,1,4,2,1,1,1,4
"1443",4,5,3,1,4,4,5,5,1,3,3,4,4,5,5
"1444",2,3,1,1,1,1,4,2,2,2,1,2,1,2,4
"1445",4,3,2,3,5,4,1,1,2,1,2,3,3,4,5
"1446",4,2,1,1,2,1,1,1,1,2,1,2,1,1,3
"1447",4,2,1,2,4,5,3,1,1,5,3,4,1,1,5
"1448",5,2,1,1,4,4,1,1,1,5,5,1,1,1,4
"1449",4,2,1,1,2,4,1,1,2,2,4,2,1,1,2
"1450",5,5,2,4,5,5,5,4,5,5,5,5,5,5,5
"1451",5,5,1,3,5,5,5,5,2,5,5,5,5,3,5
"1452",4,4,2,3,4,2,2,4,2,4,2,3,4,2,4
"1453",5,5,5,4,4,5,4,5,4,5,4,4,3,4,5
"1454",2,2,4,3,3,2,2,4,2,2,2,3,2,3,4
"1455",1,5,5,5,5,4,5,4,4,4,5,4,5,4,5
"1456",4,5,2,3,2,3,4,2,1,5,4,4,1,2,3
"1457",4,3,1,1,3,2,1,1,1,1,2,1,1,2,3
"1458",3,4,2,3,3,3,3,3,3,3,3,3,3,3,4
"1459",5,4,4,3,4,5,3,5,3,5,4,3,4,3,5
"1460",3,5,3,2,4,5,4,2,1,5,2,1,1,3,3
"1461",3,2,4,1,1,1,1,4,2,4,2,1,3,1,4
"1462",5,2,1,3,5,4,4,1,5,5,4,5,1,5,5
"1463",1,2,1,2,1,2,2,1,2,2,2,2,1,2,2
"1464",3,1,3,1,3,1,1,4,1,4,1,3,1,3,3
"1465",3,1,1,1,3,4,3,2,1,3,3,2,1,2,4
"1466",4,3,1,2,1,2,4,3,2,5,2,4,3,4,5
"1467",5,5,3,4,4,4,3,3,2,4,4,4,3,4,5
"1468",2,1,1,1,1,1,1,3,1,3,2,2,1,2,5
"1469",1,1,1,1,2,1,1,2,1,1,1,1,0,1,1
"1470",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1471",5,5,1,1,4,1,1,1,1,4,3,3,1,1,5
"1472",2,3,1,2,3,3,2,1,3,4,3,2,1,3,3
"1473",4,3,3,4,4,3,3,5,3,3,4,3,4,4,5
"1474",4,4,3,4,4,4,4,3,4,4,4,4,3,4,4
"1475",5,4,2,2,1,3,4,2,3,4,3,2,1,3,5
"1476",3,3,3,5,5,5,5,3,3,3,3,5,3,5,5
"1477",3,2,3,2,2,1,1,3,1,5,4,1,2,1,4
"1478",4,4,2,2,5,4,2,3,2,5,5,2,2,4,5
"1479",3,1,2,1,2,1,1,3,3,4,3,1,3,4,3
"1480",1,2,1,2,1,2,2,2,2,4,2,1,1,2,3
"1481",5,5,4,5,5,5,4,4,5,3,5,4,5,5,5
"1482",1,1,1,1,5,3,1,1,1,5,1,5,1,1,5
"1483",4,2,1,2,3,5,2,1,1,3,3,2,1,2,5
"1484",5,2,1,1,2,1,3,1,1,1,1,2,1,3,5
"1485",4,1,1,1,1,1,1,1,1,1,1,1,1,1,4
"1486",5,5,1,3,3,5,3,1,5,5,5,5,1,5,5
"1487",4,4,4,5,5,5,5,5,4,5,4,4,4,5,5
"1488",3,3,2,4,5,4,2,2,2,4,4,3,3,5,5
"1489",4,2,1,1,5,1,1,1,1,3,3,1,1,1,5
"1490",4,3,4,3,5,4,2,4,5,4,4,2,4,5,5
"1491",5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
"1492",3,3,1,2,3,2,2,3,2,5,3,3,4,2,5
"1493",3,5,4,5,3,4,5,5,4,4,5,5,5,5,5
"1494",5,5,1,5,4,1,5,3,2,3,5,5,3,5,5
"1495",1,1,1,1,1,1,1,1,1,1,4,1,1,1,5
"1496",5,1,1,1,1,1,1,1,1,1,5,1,1,1,5
"1497",5,4,2,5,5,5,4,3,3,5,5,3,4,5,5
"1498",3,4,4,2,4,2,3,2,4,2,2,3,2,2,3
"1499",3,4,1,3,4,5,5,1,2,4,4,5,1,4,5
"1500",4,3,3,2,4,5,4,4,3,5,5,3,4,5,5
"1501",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1502",5,5,1,4,3,4,5,1,1,5,4,5,1,5,5
"1503",4,2,1,2,4,4,4,1,5,5,4,4,1,2,5
"1504",1,2,1,1,2,1,1,1,1,2,1,1,1,1,3
"1505",5,5,3,4,4,5,4,3,3,4,5,5,3,5,5
"1506",4,5,4,4,4,4,4,5,4,5,4,0,4,5,5
"1507",4,3,4,2,4,4,4,4,4,2,4,2,2,2,4
"1508",5,3,1,1,4,1,1,1,1,1,1,1,1,4,5
"1509",5,5,2,4,4,5,5,3,4,1,5,4,2,4,5
"1510",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1511",1,1,1,1,1,1,3,1,4,4,3,2,1,3,5
"1512",5,5,2,4,4,4,1,3,3,4,4,2,1,4,5
"1513",1,3,4,2,5,1,4,5,3,2,1,3,2,3,4
"1514",4,2,4,2,4,3,2,4,2,2,2,3,3,3,5
"1515",4,4,1,1,2,5,1,2,3,4,4,3,3,4,5
"1516",5,4,5,4,5,2,5,5,2,5,5,4,2,5,5
"1517",5,4,1,1,4,2,2,1,1,1,5,4,1,2,5
"1518",4,5,1,3,4,4,4,2,1,4,2,2,1,1,4
"1519",2,1,1,4,3,2,1,1,2,3,1,1,1,2,3
"1520",5,5,4,5,5,5,5,5,5,5,5,5,4,5,5
"1521",1,2,1,1,2,2,1,1,1,3,3,2,1,2,5
"1522",5,5,1,5,5,5,5,1,5,5,5,5,1,5,5
"1523",2,4,2,4,4,4,2,2,4,5,2,4,2,4,4
"1524",1,1,1,1,1,5,3,1,1,1,1,2,1,5,5
"1525",5,1,1,1,1,1,1,5,1,5,1,1,1,5,1
"1526",5,4,4,4,3,3,3,5,2,5,3,3,1,2,3
"1527",5,5,4,5,0,5,5,5,5,5,5,5,5,5,5
"1528",5,4,1,4,4,4,2,3,2,5,4,2,2,5,5
"1529",4,5,5,4,5,5,2,5,5,5,4,5,5,5,1
"1530",3,5,5,5,5,5,5,1,5,5,5,5,5,5,1
"1531",4,3,1,3,5,3,3,1,4,4,4,3,1,4,5
"1532",2,1,1,1,2,1,1,1,1,2,2,1,1,1,3
"1533",1,5,1,1,5,1,1,1,1,3,1,1,1,1,5
"1534",5,1,1,2,5,1,1,3,2,5,4,1,3,5,5
"1535",1,1,2,1,2,2,1,4,3,3,4,1,2,1,4
"1536",4,1,1,2,2,4,1,1,1,1,3,1,1,2,4
"1537",4,3,1,3,5,4,1,1,2,3,4,3,1,3,5
"1538",1,2,1,1,1,1,3,2,1,3,2,1,1,3,5
"1539",5,1,4,0,2,4,1,5,3,5,2,1,1,5,5
"1540",4,4,2,2,2,4,4,3,4,4,3,4,2,3,3
"1541",4,4,1,1,5,5,2,3,2,4,3,2,1,1,5
"1542",1,4,4,2,4,4,2,1,1,4,4,2,1,4,5
"1543",4,3,3,3,4,1,3,3,3,4,4,2,3,3,5
"1544",4,4,5,4,2,2,4,5,3,5,5,4,5,4,5
"1545",4,2,1,2,4,3,1,1,1,2,2,2,1,2,4
"1546",5,3,1,2,4,4,2,1,1,4,4,1,1,3,4
"1547",2,4,1,2,3,3,4,1,4,2,3,3,1,3,4
"1548",4,4,3,4,5,3,2,3,2,4,4,2,2,2,4
"1549",5,1,1,1,2,2,1,1,1,4,5,1,1,1,5
"1550",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
"1551",4,3,3,2,5,4,2,4,2,3,4,4,3,4,4
"1552",3,2,1,2,2,2,1,1,3,5,4,2,1,1,5
"1553",4,4,3,4,5,3,4,3,3,5,4,4,3,3,5
"1554",5,5,1,5,5,5,5,1,5,4,5,5,1,5,5
"1555",3,5,1,3,5,3,5,1,2,5,4,4,4,2,5
"1556",5,2,1,2,2,2,2,1,2,3,3,2,1,3,5
"1557",5,1,1,3,1,2,1,1,1,1,3,1,1,4,5
"1558",1,2,1,1,1,1,1,1,1,2,1,1,1,2,1
"1559",3,4,3,5,5,5,5,3,3,4,4,5,5,3,5
"1560",3,3,4,3,4,3,4,5,2,3,3,3,3,4,3
"1561",1,1,1,1,2,1,3,1,1,3,1,1,1,2,5
"1562",4,4,4,4,4,4,4,5,4,5,4,4,4,2,4
"1563",5,2,5,1,5,5,4,5,5,3,5,1,5,1,5
"1564",5,3,1,4,4,5,2,1,1,4,4,3,2,4,4
"1565",4,5,4,5,5,5,5,3,5,5,4,5,3,5,5
"1566",2,4,1,1,1,3,4,2,1,3,2,1,1,1,4
"1567",1,1,1,1,1,1,1,1,1,2,1,1,1,2,4
"1568",1,1,1,1,2,1,2,1,1,2,1,1,1,1,5
"1569",4,3,3,3,3,2,3,2,2,3,3,3,2,4,4
"1570",1,1,1,1,2,1,1,1,2,2,2,2,1,2,4
"1571",5,2,0,4,4,5,2,5,3,5,4,3,4,4,5
"1572",3,1,3,1,4,3,2,3,1,4,2,1,1,1,3
"1573",4,4,3,3,4,4,3,5,4,4,5,4,5,4,5
"1574",4,4,1,1,1,4,2,1,4,4,2,2,1,1,4
"1575",4,4,1,1,1,2,1,1,1,3,3,1,1,4,4
"1576",3,3,3,4,5,3,2,5,4,2,3,2,5,4,5
"1577",4,1,5,4,4,1,1,5,1,1,5,1,4,1,5
"1578",1,2,1,2,2,1,2,2,1,4,1,1,1,1,4
"1579",4,2,2,2,4,2,2,2,2,2,2,2,2,2,4
"1580",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1581",4,5,1,4,4,3,5,1,1,4,5,4,1,4,5
"1582",5,4,5,3,4,5,3,5,2,5,3,4,3,3,5
"1583",4,4,1,4,4,4,5,1,3,4,5,4,1,4,5
"1584",1,3,1,1,4,1,1,1,1,4,3,1,1,1,3
"1585",5,2,1,4,5,4,1,2,1,5,5,1,1,3,5
"1586",4,4,2,2,3,4,2,2,3,3,4,5,3,3,4
"1587",5,5,5,5,5,5,5,5,4,3,5,5,3,5,5
"1588",3,5,3,5,5,5,5,3,5,3,5,3,3,5,5
"1589",4,2,1,4,3,4,1,1,2,4,5,2,3,2,5
"1590",4,3,3,3,3,4,2,3,2,4,3,2,3,2,5
"1591",4,2,2,3,4,4,2,2,2,3,4,2,2,3,5
"1592",5,5,1,5,4,4,3,1,3,3,5,4,1,5,5
"1593",5,5,3,4,5,5,5,4,2,5,5,5,4,4,5
"1594",5,3,1,2,4,4,2,1,1,3,3,1,1,2,4
"1595",2,4,3,3,4,3,4,3,2,3,4,3,2,4,4
"1596",3,3,2,4,5,2,4,2,5,4,3,5,2,3,4
"1597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"1598",4,2,1,2,1,2,1,1,2,4,4,1,1,2,3
"1599",5,3,1,3,5,5,3,1,2,5,4,5,1,1,5
"1600",4,1,1,1,1,1,1,1,1,2,4,1,1,5,5
"1601",5,5,3,4,5,5,5,4,4,5,5,5,3,5,5
"1602",4,5,3,3,3,3,3,4,1,5,3,5,3,2,4
"1603",5,2,1,1,1,2,1,1,1,4,4,1,1,1,5
"1604",5,1,1,1,1,1,1,1,1,5,1,1,1,1,5
"1605",5,5,2,4,4,5,5,3,4,3,4,5,2,4,5
"1606",2,1,1,1,1,1,1,1,1,3,2,1,1,1,3
"1607",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"1608",5,2,5,4,5,5,1,5,1,5,5,1,5,5,5
"1609",1,1,1,1,2,1,2,1,1,4,2,2,1,2,4
"1610",4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
"1611",5,4,4,4,4,3,5,4,3,5,3,4,5,5,4
"1612",1,1,4,4,1,1,1,4,1,4,1,1,1,1,4
"1613",3,4,1,1,4,3,3,1,1,5,3,3,1,2,5
"1614",1,1,1,1,3,1,2,1,1,1,1,1,1,1,3
"1615",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1616",3,5,1,3,3,3,4,3,3,3,3,4,1,1,5
"1617",4,4,4,4,4,4,2,4,2,4,4,4,2,4,4
"1618",5,4,3,3,1,5,3,5,4,4,5,3,4,2,5
"1619",2,4,3,2,3,4,3,3,1,3,5,5,3,4,5
"1620",4,4,2,4,5,2,5,4,3,4,5,4,5,4,5
"1621",4,1,1,1,5,1,1,1,1,2,2,1,1,1,4
"1622",2,2,3,1,4,4,3,4,4,4,3,1,3,4,5
"1623",5,4,5,1,5,3,5,5,4,5,4,5,5,3,5
"1624",5,2,1,1,4,3,2,1,1,5,2,4,1,2,5
"1625",5,5,5,5,5,5,5,5,5,5,4,5,3,5,5
"1626",4,4,5,3,4,4,5,5,5,5,5,4,5,5,5
"1627",1,2,1,5,5,4,4,1,1,5,1,1,1,5,5
"1628",5,5,3,2,5,5,5,2,2,1,5,5,2,4,5
"1629",1,1,1,1,1,1,1,1,1,3,1,1,1,1,4
"1630",4,2,1,2,4,4,3,2,2,4,4,3,2,4,5
"1631",5,1,1,1,1,1,1,1,1,1,5,1,1,1,4
"1632",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"1633",4,2,1,3,4,2,3,1,3,4,5,2,3,5,5
"1634",3,2,1,1,1,4,1,1,2,4,2,1,1,1,5
"1635",4,1,1,3,1,4,1,1,1,3,4,1,1,1,4
"1636",1,1,1,3,1,5,1,1,1,1,1,1,1,1,5
"1637",1,2,1,1,1,1,3,1,1,2,1,1,1,1,4
"1638",5,1,3,2,1,5,2,3,1,2,5,1,1,3,5
"1639",4,1,4,4,4,4,1,4,1,5,4,1,5,2,4
"1640",3,5,3,1,3,4,5,5,1,5,3,4,3,5,5
"1641",1,5,4,5,4,4,5,2,1,2,4,5,1,1,4
"1642",5,4,5,4,5,4,5,5,5,5,5,5,5,5,5
"1643",4,1,1,1,4,3,1,5,2,4,2,2,1,2,5
"1644",4,3,4,5,2,4,5,3,3,4,4,2,3,4,5
"1645",1,4,1,1,2,4,1,1,1,4,2,1,1,1,4
"1646",5,5,1,1,4,3,2,1,1,5,2,2,1,3,5
"1647",4,2,1,1,4,5,3,1,3,4,3,3,1,4,5
"1648",5,0,2,4,4,4,5,5,4,5,3,5,3,3,5
"1649",2,5,1,3,2,2,1,0,4,3,3,4,3,4,5
"1650",2,1,1,1,2,1,1,1,1,4,3,1,1,1,5
"1651",1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
"1652",5,4,3,1,4,2,4,2,3,4,4,5,1,1,4
"1653",5,4,5,5,5,5,4,5,5,5,5,5,5,5,5
"1654",4,4,1,3,5,4,4,4,2,4,4,4,4,1,5
"1655",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"1656",3,4,1,2,4,2,4,2,2,4,3,4,2,2,5
"1657",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1658",5,5,3,5,5,3,3,3,5,5,5,3,1,4,5
"1659",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"1660",3,4,5,4,3,2,1,4,2,5,3,1,3,5,5
"1661",2,1,1,3,1,5,2,3,1,4,1,1,1,3,4
"1662",3,4,2,4,4,2,3,2,1,4,3,2,2,2,4
"1663",5,4,1,4,5,3,5,5,5,4,3,2,1,4,4
"1664",5,4,2,5,5,5,4,3,4,5,3,5,3,3,5
"1665",1,1,1,1,1,1,1,1,2,1,2,1,1,1,3
